,Length,Most,Average,Unique,WeightLength,WeightUnique,Target
2790,66,6,4.8,30,21.96,34.84,0
2791,101,28,8.4,37,23.03,36.53,0
2792,91,17,11.4,19,44.05,69.89,0
2793,102,17,6.6,53,28.48,45.19,0
2794,76,5,3.4,46,22.4,35.53,0
2795,218,18,13.6,107,46.86,74.35,0
2796,110,10,5.6,81,44.0,69.8,0
2797,92,5,4.4,61,27.13,43.05,0
2798,47,7,3.6,31,25.96,41.19,0
2799,145,10,5.8,107,18.28,29.0,0
2800,67,10,6.6,29,8.87,14.07,0
2801,118,14,5.6,79,21.46,34.04,0
2802,253,42,16.6,107,93.31,148.04,0
2803,56,6,2.8,46,17.88,28.37,0
2804,57,7,3.0,33,8.22,13.04,0
2805,72,2,1.6,69,9.41,14.93,0
2806,129,17,12.6,55,39.63,62.87,0
2807,92,15,6.2,58,0.0,0.0,0
2808,46,7,3.6,27,8.61,13.66,0
2809,143,21,12.6,70,49.27,78.17,0
2810,44,4,3.2,24,2.1,3.34,0
2811,96,6,3.2,83,15.66,24.84,0
2812,87,6,4.6,52,27.15,43.07,0
2813,41,3,2.2,27,7.48,11.87,0
2814,85,8,5.6,39,10.69,16.96,0
2815,57,6,4.4,26,21.61,34.29,0
2816,91,4,3.0,71,17.82,28.27,0
2817,121,11,9.0,35,55.52,88.08,0
2818,118,20,7.0,53,55.45,87.98,0
2819,76,4,3.0,61,16.24,25.77,0
2820,134,19,9.6,78,31.98,50.74,0
2821,53,14,6.2,26,24.79,39.33,0
2822,106,12,7.4,47,57.78,91.67,0
2823,89,6,3.6,72,11.6,18.41,0
2824,96,18,9.6,26,74.16,117.67,0
2825,128,28,16.6,33,20.65,32.76,0
2826,74,3,2.8,45,13.39,21.24,0
2827,70,5,4.0,28,18.7,29.67,0
2828,95,6,4.0,47,23.68,37.57,0
2829,82,5,3.8,56,21.39,33.93,0
2830,93,10,4.2,69,19.49,30.93,0
2831,98,6,5.0,70,18.09,28.71,0
2832,156,7,5.6,104,41.31,65.53,0
2833,87,13,9.0,26,38.42,60.96,0
2834,62,3,2.2,52,10.7,16.98,0
2835,67,5,4.0,35,6.22,9.86,0
2836,108,8,7.2,44,55.77,88.48,0
2837,93,10,6.8,52,17.12,27.17,0
2838,145,9,5.6,77,26.43,41.93,0
2839,195,15,13.8,61,65.92,104.59,0
2840,67,12,8.4,24,11.86,18.82,0
2841,67,5,3.8,44,23.06,36.58,0
2842,56,7,5.8,19,24.38,38.68,0
2843,219,29,21.0,64,55.1,87.42,0
2844,112,15,10.2,52,31.18,49.47,0
2845,104,8,6.8,64,14.07,22.33,0
2846,136,7,6.4,76,28.74,45.6,0
2847,283,27,17.4,90,110.49,175.31,0
2848,68,6,4.6,44,21.18,33.6,0
2849,135,6,5.8,87,21.29,33.78,0
2850,107,20,9.6,50,24.84,39.41,0
2851,70,10,5.8,35,6.38,10.12,0
2852,161,17,6.2,121,32.19,51.08,0
2853,77,6,3.4,58,28.16,44.67,0
2854,76,13,7.8,24,27.43,43.53,0
2855,57,5,4.2,39,5.11,8.1,0
2856,62,8,5.4,26,22.32,35.41,0
2857,90,5,3.4,53,19.02,30.17,0
2858,80,6,4.4,43,22.68,35.98,0
2859,151,15,10.0,57,27.35,43.4,0
2860,68,8,5.4,31,15.24,24.18,0
2861,92,7,4.8,52,18.53,29.4,0
2862,78,3,3.0,60,16.65,26.41,0
2863,73,6,6.0,34,15.35,24.35,0
2864,112,17,7.4,63,75.61,119.97,0
2865,91,6,4.6,61,28.09,44.57,0
2866,126,18,12.6,42,33.02,52.38,0
2867,71,6,4.0,45,23.25,36.89,0
2868,263,15,11.8,103,81.86,129.87,0
2869,121,9,7.2,59,33.09,52.5,0
2870,70,7,4.8,37,30.45,48.32,0
2871,64,8,6.2,35,7.96,12.63,0
2872,49,4,2.0,44,15.38,24.4,0
2873,62,10,6.8,29,22.03,34.95,0
2874,45,2,2.0,39,13.28,21.08,0
2875,72,7,3.6,57,28.97,45.97,0
2876,40,4,2.6,32,4.95,7.86,0
2877,86,9,4.4,49,19.48,30.91,0
2878,34,5,3.4,15,6.33,10.04,0
2879,54,2,2.0,48,4.97,7.89,0
2880,96,5,3.8,70,20.38,32.33,0
2881,26,3,2.2,15,7.36,11.68,0
2882,74,5,3.8,49,15.52,24.62,0
2883,125,12,8.2,74,14.5,23.0,0
2884,72,3,2.8,60,17.14,27.19,0
2885,63,14,5.2,32,5.64,8.95,0
2886,47,5,2.6,34,7.6,12.05,0
2887,65,11,6.8,32,14.93,23.69,0
2888,37,6,3.2,26,10.47,16.62,0
2889,88,17,6.6,49,11.71,18.58,0
2890,133,5,4.4,94,20.97,33.27,0
2891,33,10,4.0,16,7.23,11.48,0
2892,60,8,4.4,29,12.23,19.41,0
2893,46,4,4.0,27,3.1,4.92,0
2894,56,2,2.0,46,21.09,33.46,0
2895,93,5,4.2,50,12.59,19.97,0
2896,96,4,3.6,63,11.83,18.76,0
2897,111,8,5.2,74,16.28,25.83,0
2898,65,9,6.0,30,39.75,63.07,0
2899,58,2,2.0,53,6.75,10.71,0
2900,101,18,9.8,47,26.02,41.28,0
2901,58,6,3.6,35,20.17,32.0,0
2902,35,5,3.2,23,14.22,22.55,0
2903,192,26,8.8,111,21.51,34.12,0
2904,74,6,3.6,49,27.46,43.57,0
2905,141,9,7.6,66,15.95,25.3,0
2906,157,4,3.4,120,24.97,39.62,0
2907,123,7,4.8,94,19.0,30.14,0
2908,57,4,3.0,41,15.84,25.12,0
2909,103,7,4.8,56,29.67,47.07,0
2910,80,3,2.8,57,17.06,27.06,0
2911,58,6,4.0,37,11.35,18.01,0
2912,58,6,2.8,49,5.14,8.15,0
2913,135,16,11.8,50,59.62,94.59,0
2914,60,6,3.8,42,8.85,14.04,0
2915,73,5,4.2,46,28.41,45.07,0
2916,58,4,3.0,40,17.48,27.73,0
2917,60,4,3.2,39,23.83,37.8,0
2918,108,21,9.8,39,11.12,17.64,0
2919,75,16,9.2,25,2.43,3.85,0
2920,94,14,11.0,27,10.73,17.02,0
2921,91,16,7.0,60,15.17,24.07,0
2922,93,6,3.4,76,16.65,26.42,0
2923,136,12,9.0,77,20.37,32.31,0
2924,96,10,6.6,51,31.17,49.45,0
2925,67,7,4.8,40,19.82,31.45,0
2926,82,18,8.6,33,32.62,51.75,0
2927,105,7,5.6,43,24.31,38.57,0
2928,45,4,2.2,39,20.96,33.25,0
2929,104,4,3.2,83,28.39,45.04,0
2930,115,8,6.2,75,35.34,56.07,0
2931,51,4,2.0,46,12.4,19.68,0
2932,81,3,2.2,69,12.16,19.29,0
2933,98,11,7.2,50,25.66,40.71,0
2934,51,2,2.0,42,6.36,10.09,0
2935,66,3,2.6,52,8.7,13.79,0
2936,98,15,9.2,38,25.88,41.06,0
2937,126,39,16.4,35,41.61,66.01,0
2938,128,9,7.8,73,28.29,44.89,0
2939,22,2,2.0,16,11.49,18.23,0
2940,82,6,4.4,53,21.71,34.44,0
2941,44,6,3.4,31,4.7,7.46,0
2942,110,14,13.2,26,56.01,88.86,0
2943,82,7,4.6,37,13.8,21.89,0
2944,62,6,4.8,34,12.04,19.1,0
2945,182,26,17.6,81,60.05,95.28,0
2946,158,12,9.4,62,41.02,65.09,0
2947,75,8,4.4,52,11.5,18.25,0
2948,66,8,4.2,36,19.73,31.31,0
2949,113,6,4.8,70,24.0,38.08,0
2950,62,5,3.8,37,3.57,5.67,0
2951,135,6,5.0,65,40.93,64.95,0
2952,126,11,6.6,52,16.94,26.88,0
2953,65,13,5.0,42,16.99,26.96,0
2954,48,3,2.4,36,8.6,13.64,0
2955,72,5,3.4,56,9.15,14.52,0
2956,96,14,12.4,20,7.12,11.29,0
2957,116,15,8.2,69,24.89,39.49,0
2958,58,3,2.4,50,11.06,17.55,0
2959,43,8,4.0,24,23.34,37.02,0
2960,156,10,5.0,125,26.52,42.08,0
2961,78,5,3.4,59,19.3,30.62,0
2962,41,4,3.0,31,9.19,14.59,0
2963,83,32,10.8,25,9.44,14.98,0
2964,81,5,4.0,49,23.58,37.41,0
2965,84,15,8.4,22,12.35,19.6,0
2966,225,6,5.2,140,24.25,38.47,0
2967,134,11,6.8,86,48.79,77.41,0
2968,46,4,2.6,37,2.87,4.55,0
2969,82,6,4.6,54,32.2,51.08,0
2970,46,3,2.2,36,8.6,13.65,0
2971,319,7,5.8,232,38.18,60.57,0
2972,81,4,3.2,51,18.3,29.04,0
2973,297,29,22.2,92,143.65,227.91,0
2974,100,7,5.6,51,33.76,53.56,0
2975,77,7,3.0,60,8.46,13.43,0
2976,99,15,12.0,30,31.59,50.12,0
2977,120,10,6.4,56,17.87,28.36,0
2978,43,3,2.4,32,6.77,10.74,0
2979,101,8,7.0,37,27.02,42.87,0
2980,137,19,13.2,42,61.66,97.82,0
2981,85,6,5.0,40,20.94,33.23,0
2982,62,8,4.2,37,25.23,40.03,0
2983,87,6,5.4,52,27.58,43.77,0
2984,172,11,6.6,110,63.86,101.31,0
2985,268,6,4.6,196,40.31,63.96,0
2986,99,19,7.8,39,40.25,63.85,0
2987,88,4,2.6,62,8.25,13.1,0
2988,89,4,3.4,71,20.76,32.93,0
2989,66,8,5.4,30,22.69,36.01,0
2990,81,5,3.6,46,6.15,9.76,0
2991,85,3,3.0,67,8.22,13.04,0
2992,43,2,1.6,40,4.37,6.93,0
2993,32,4,2.6,24,14.34,22.75,0
2994,133,17,10.0,70,31.36,49.75,0
2995,139,31,13.0,65,36.12,57.3,0
2996,50,16,9.6,7,14.74,23.39,0
2997,118,13,8.2,33,17.0,26.97,0
2998,62,9,6.0,33,37.24,59.09,0
2999,85,3,2.2,74,16.5,26.17,0
3000,106,16,5.0,84,8.82,14.0,0
3001,189,14,12.6,89,16.41,26.04,0
3002,129,18,9.2,55,25.3,40.14,0
3003,121,4,3.8,86,8.89,14.11,0
3004,37,5,3.8,19,8.89,14.1,0
3005,100,6,3.4,84,19.46,30.87,0
3006,65,9,7.0,33,32.05,50.85,0
3007,38,4,3.2,25,17.94,28.46,0
3008,53,7,4.2,29,13.39,21.25,0
3009,163,6,4.6,115,26.93,42.73,0
3010,133,12,9.4,52,54.59,86.61,0
3011,53,7,4.6,25,22.57,35.81,0
3012,101,7,4.8,67,44.18,70.1,0
3013,73,9,5.6,47,8.65,13.73,0
3014,55,3,2.2,38,2.76,4.38,0
3015,133,16,13.6,34,90.21,143.12,0
3016,126,5,4.0,89,29.38,46.61,0
3017,53,7,4.6,20,20.24,32.11,0
3018,94,6,3.2,77,14.61,23.18,0
3019,217,12,7.8,82,47.29,75.03,0
3020,38,6,3.2,27,13.19,20.92,0
3021,59,5,3.2,48,8.55,13.56,0
3022,99,8,7.0,55,23.4,37.13,0
3023,83,3,2.4,72,16.13,25.6,0
3024,73,8,3.8,49,32.19,51.07,0
3025,106,8,5.2,53,18.61,29.52,0
3026,80,15,5.0,56,11.0,17.46,0
3027,98,4,3.0,70,17.18,27.26,0
3028,67,7,5.4,26,25.53,40.51,0
3029,64,13,6.6,32,8.65,13.72,0
3030,109,12,6.0,83,22.96,36.43,0
3031,55,9,6.0,22,21.76,34.52,0
3032,74,3,2.2,64,11.71,18.58,0
3033,128,5,2.6,116,13.79,21.88,0
3034,79,11,4.4,62,17.85,28.32,0
3035,78,6,3.4,56,26.69,42.34,0
3036,105,3,3.0,76,14.31,22.7,0
3037,47,10,5.0,22,11.44,18.14,0
3038,74,3,2.6,56,20.75,32.93,0
3039,166,11,7.0,103,40.52,64.29,0
3040,85,10,4.2,66,17.57,27.87,0
3041,118,28,7.6,78,22.57,35.81,0
3042,71,10,6.6,28,17.34,27.51,0
3043,36,5,3.0,26,6.47,10.27,0
3044,120,9,4.6,81,11.69,18.55,0
3045,85,5,4.2,56,9.04,14.35,0
3046,48,6,3.8,34,17.06,27.07,0
3047,77,5,3.8,42,28.92,45.88,0
3048,74,6,4.2,41,35.16,55.79,0
3049,62,4,3.8,35,10.12,16.06,0
3050,139,14,6.2,69,32.5,51.56,0
3051,42,7,3.8,20,17.04,27.04,0
3052,56,5,2.8,45,10.11,16.04,0
3053,48,5,3.2,32,7.31,11.61,0
3054,61,7,4.8,24,25.61,40.63,0
3055,87,9,6.8,38,25.01,39.68,0
3056,64,4,2.8,50,6.92,10.97,0
3057,64,19,6.8,35,24.49,38.86,0
3058,104,3,2.2,95,9.93,15.75,0
3059,125,16,10.6,35,24.37,38.66,0
3060,91,9,6.4,50,27.12,43.03,0
3061,46,4,2.6,30,18.64,29.57,0
3062,69,3,2.8,52,21.62,34.3,0
3063,106,16,9.8,44,41.23,65.41,0
3064,94,13,7.4,54,52.79,83.75,0
3065,88,13,6.0,55,35.06,55.62,0
3066,107,5,4.0,70,2.35,3.73,0
3067,110,8,6.4,66,27.02,42.87,0
3068,94,5,4.0,39,25.16,39.91,0
3069,61,7,4.6,37,8.59,13.62,0
3070,61,13,9.0,7,12.83,20.35,0
3071,94,11,10.2,43,31.15,49.42,0
3072,103,5,4.2,56,31.94,50.68,0
3073,116,10,7.6,41,54.4,86.32,0
3074,74,15,6.4,35,31.17,49.46,0
3075,202,14,11.8,86,55.86,88.63,0
3076,147,24,13.8,58,27.88,44.24,0
3077,52,4,2.6,36,6.4,10.16,0
3078,56,6,3.8,39,15.42,24.47,0
3079,209,9,6.8,139,67.31,106.79,0
3080,77,2,2.0,72,7.57,12.01,0
3081,47,3,2.4,35,12.82,20.33,0
3082,74,6,4.0,45,23.71,37.62,0
3083,43,4,3.4,25,21.83,34.64,0
3084,277,17,7.6,191,48.49,76.93,0
3085,154,23,13.0,70,88.41,140.28,0
3086,113,7,6.2,68,66.91,106.16,0
3087,32,12,5.2,8,7.18,11.39,0
3088,164,12,9.0,64,66.51,105.52,0
3089,170,10,8.0,109,36.26,57.53,0
3090,210,15,10.6,96,58.73,93.18,0
3091,140,45,15.0,46,33.19,52.66,0
3092,83,4,3.2,61,16.64,26.4,0
3093,146,18,12.0,45,41.27,65.49,0
3094,108,6,4.6,67,36.93,58.59,0
3095,97,7,4.0,80,27.89,44.24,0
3096,161,12,10.2,58,60.27,95.62,0
3097,74,6,4.4,45,15.27,24.23,0
3098,173,26,10.2,105,19.15,30.38,0
3099,80,6,4.4,43,22.28,35.34,0
3100,57,6,3.4,45,12.3,19.52,0
3101,48,4,3.0,32,15.58,24.73,0
3102,218,5,4.2,163,24.65,39.11,0
3103,65,6,3.8,48,27.25,43.24,0
3104,68,7,4.8,42,15.41,24.45,0
3105,91,3,2.2,79,8.91,14.14,0
3106,152,31,14.2,55,103.64,164.43,0
3107,101,3,2.2,93,5.63,8.94,0
3108,101,15,12.2,22,37.85,60.06,0
3109,210,29,18.8,73,85.82,136.17,0
3110,92,11,6.6,54,34.55,54.82,0
3111,62,6,4.2,33,15.43,24.48,0
3112,91,12,6.6,47,22.16,35.16,0
3113,189,20,15.2,63,61.75,97.98,0
3114,46,9,4.6,27,9.92,15.74,0
3115,122,8,4.8,52,37.51,59.52,0
3116,51,10,4.4,33,7.99,12.68,0
3117,74,3,2.4,65,11.84,18.78,0
3118,73,3,2.6,65,21.83,34.63,0
3119,55,10,4.2,36,9.27,14.71,0
3120,89,6,5.2,64,16.75,26.57,0
3121,123,9,6.6,84,12.41,19.69,0
3122,68,6,4.8,35,25.38,40.27,0
3123,77,6,4.8,47,17.87,28.36,0
3124,125,8,6.0,84,27.11,43.02,0
3125,141,8,5.6,77,30.02,47.63,0
3126,56,9,5.0,23,23.09,36.63,0
3127,88,16,9.2,20,36.1,57.28,0
3128,179,9,6.8,97,63.03,100.01,0
3129,62,8,6.4,25,11.76,18.66,0
3130,146,8,7.2,68,38.3,60.77,0
3131,58,4,3.4,32,15.66,24.85,0
3132,141,8,6.0,76,57.44,91.13,0
3133,93,3,3.0,74,14.78,23.45,0
3134,54,4,3.8,37,11.4,18.08,0
3135,74,8,5.4,48,14.48,22.98,0
3136,133,6,4.8,75,5.93,9.41,0
3137,89,8,5.2,58,17.82,28.28,0
3138,92,15,8.0,47,8.48,13.45,0
3139,69,15,7.8,26,38.04,60.36,0
3140,40,2,2.0,35,3.41,5.41,0
3141,64,4,3.0,44,2.67,4.24,0
3142,107,13,5.8,59,45.3,71.87,0
3143,272,50,18.8,129,55.66,88.3,0
3144,64,9,3.8,50,13.76,21.83,0
3145,82,3,2.6,73,10.12,16.06,0
3146,92,3,2.2,58,11.5,18.24,0
3147,78,4,3.2,59,11.33,17.97,0
3148,68,9,5.2,38,32.73,51.93,0
3149,136,14,6.0,90,23.72,37.63,0
3150,99,7,5.0,51,30.0,47.6,0
3151,356,12,7.8,213,64.24,101.92,0
3152,103,5,4.2,51,25.31,40.16,0
3153,50,3,2.6,37,4.0,6.34,0
3154,100,5,3.6,77,16.98,26.94,0
3155,54,8,6.0,26,9.96,15.8,0
3156,66,28,6.6,38,2.98,4.73,0
3157,176,11,7.4,119,42.67,67.69,0
3158,116,16,9.4,64,32.32,51.29,0
3159,59,2,1.4,57,8.93,14.18,0
3160,74,4,2.4,65,9.36,14.85,0
3161,117,5,3.6,84,14.07,22.32,0
3162,89,14,5.2,65,43.03,68.26,0
3163,124,45,15.6,39,39.05,61.96,0
3164,54,4,3.0,36,23.54,37.36,0
3165,52,7,4.0,37,17.79,28.22,0
3166,65,9,3.6,45,34.51,54.75,0
3167,56,3,2.4,43,19.71,31.27,0
3168,284,12,9.2,154,34.03,53.98,0
3169,67,4,3.2,35,8.68,13.78,0
3170,137,8,6.0,92,18.86,29.93,0
3171,79,6,3.6,41,15.53,24.63,0
3172,91,5,4.2,60,19.84,31.48,0
3173,80,12,6.0,48,23.22,36.83,0
3174,108,10,8.2,34,45.05,71.48,0
3175,103,9,6.4,57,24.97,39.61,0
3176,142,11,6.4,69,51.32,81.42,0
3177,112,12,6.4,63,36.48,57.87,0
3178,57,4,3.4,39,17.65,27.99,0
3179,42,5,3.0,30,10.22,16.21,0
3180,81,12,6.0,34,12.31,19.54,0
3181,66,5,3.2,48,6.19,9.82,0
3182,84,6,4.8,59,17.74,28.14,0
3183,108,9,5.8,47,25.0,39.67,0
3184,96,27,12.6,28,18.48,29.32,0
3185,92,2,2.0,79,6.6,10.47,0
3186,205,32,15.0,72,127.0,201.49,0
3187,118,21,6.0,91,14.91,23.65,0
3188,57,4,2.8,41,23.92,37.96,0
3189,90,6,4.8,52,15.73,24.96,0
3190,72,7,5.2,39,36.38,57.72,0
3191,109,3,3.0,75,10.3,16.34,0
3192,64,9,5.0,28,11.06,17.55,0
3193,66,14,7.6,29,8.58,13.61,0
3194,101,4,3.4,75,13.25,21.01,0
3195,83,19,12.2,18,46.39,73.6,0
3196,51,7,4.4,22,17.4,27.6,0
3197,79,10,4.4,34,23.0,36.49,0
3198,123,7,3.6,100,18.07,28.68,0
3199,100,4,3.2,77,12.9,20.47,0
3200,70,4,2.6,53,19.27,30.57,0
3201,112,11,8.2,39,61.4,97.42,0
3202,48,11,4.8,27,11.57,18.36,0
3203,39,4,3.4,24,10.44,16.56,0
3204,138,15,13.2,45,60.27,95.62,0
3205,134,3,3.0,105,9.66,15.32,0
3206,77,5,4.4,43,12.59,19.97,0
3207,37,6,3.2,21,8.29,13.15,0
3208,83,7,4.6,49,33.53,53.2,0
3209,153,11,8.4,90,41.77,66.27,0
3210,92,7,5.4,57,20.96,33.25,0
3211,57,7,4.6,28,14.28,22.66,0
3212,83,12,7.0,41,7.33,11.64,0
3213,55,6,3.8,35,31.47,49.93,0
3214,92,18,8.0,43,19.19,30.45,0
3215,155,12,9.4,59,40.84,64.79,0
3216,37,6,3.4,25,9.11,14.46,0
3217,162,41,18.0,57,99.32,157.59,0
3218,73,4,3.4,47,13.85,21.98,0
3219,83,15,8.0,34,15.69,24.88,0
3220,91,12,6.8,48,29.35,46.56,0
3221,40,3,2.2,31,6.12,9.71,0
3222,56,4,3.6,42,27.23,43.21,0
3223,73,6,5.2,49,6.19,9.83,0
3224,137,11,7.0,77,56.37,89.43,0
3225,77,5,4.0,58,19.74,31.32,0
3226,36,3,1.8,32,5.86,9.29,0
3227,90,4,2.6,77,7.43,11.78,0
3228,79,8,4.2,52,20.97,33.27,0
3229,233,14,6.6,173,17.96,28.49,0
3230,197,45,17.6,64,129.31,205.15,0
3231,84,6,5.2,35,17.41,27.63,0
3232,105,15,7.4,62,52.42,83.17,0
3233,53,4,2.8,43,14.16,22.47,0
3234,77,6,3.6,60,15.52,24.62,0
3235,94,7,5.4,59,16.66,26.42,0
3236,92,8,5.4,58,15.73,24.96,0
3237,83,6,3.4,67,16.04,25.44,0
3238,86,9,7.8,38,15.9,25.23,0
3239,117,7,7.0,58,11.93,18.93,0
3240,96,7,4.8,57,14.9,23.65,0
3241,93,15,8.0,40,17.45,27.68,0
3242,44,6,3.6,23,20.5,32.53,0
3243,298,9,6.2,217,44.3,70.28,0
3244,55,8,4.0,33,8.04,12.75,0
3245,86,21,10.2,22,30.88,48.99,0
3246,58,10,4.6,35,18.4,29.2,0
3247,83,32,8.4,39,12.19,19.34,0
3248,64,6,3.2,39,3.8,6.02,0
3249,149,15,10.8,50,35.27,55.95,0
3250,93,6,5.6,57,22.4,35.54,0
3251,68,7,4.0,52,22.27,35.34,0
3252,114,4,3.6,79,13.85,21.96,0
3253,89,14,5.2,62,28.25,44.83,0
3254,119,4,3.2,98,6.03,9.56,0
3255,55,4,3.6,40,7.79,12.36,0
3256,46,13,4.2,29,34.24,54.32,0
3257,123,18,8.2,58,46.31,73.48,0
3258,186,9,6.6,95,37.52,59.53,0
3259,93,26,10.8,37,14.93,23.69,0
3260,172,4,3.6,104,36.11,57.29,0
3261,265,9,6.0,196,39.96,63.4,0
3262,80,9,4.8,57,11.51,18.26,0
3263,58,4,2.6,49,16.63,26.39,0
3264,162,24,12.2,87,9.81,15.56,0
3265,95,14,5.0,71,16.01,25.4,0
3266,97,10,7.2,45,16.6,26.34,0
3267,28,6,3.6,10,15.71,24.92,0
3268,63,8,7.4,23,14.59,23.15,0
3269,72,14,6.4,41,32.65,51.81,0
3270,105,9,3.8,84,33.69,53.45,0
3271,81,4,3.0,70,15.29,24.25,0
3272,58,3,2.2,52,12.57,19.94,0
3273,63,3,2.4,55,13.14,20.85,0
3274,42,5,2.6,33,19.28,30.59,0
3275,141,13,9.6,72,28.26,44.84,0
3276,54,8,5.0,32,10.61,16.83,0
3277,113,6,4.0,80,20.62,32.72,0
3278,97,13,7.2,52,49.32,78.25,0
3279,70,9,7.4,28,0.12,0.18,0
3280,115,11,8.6,38,29.25,46.41,0
3281,262,10,7.0,191,46.72,74.13,0
3282,42,2,2.0,34,0.0,0.0,0
3283,112,9,5.2,82,26.56,42.13,0
3284,51,4,3.4,37,8.23,13.06,0
3285,66,3,2.8,55,4.39,6.96,0
3286,51,4,3.2,31,10.33,16.39,0
3287,136,14,8.4,67,28.97,45.97,0
3288,100,8,5.8,62,42.56,67.52,0
3289,126,14,9.2,62,60.99,96.77,0
3290,56,4,3.2,38,15.87,25.18,0
3291,91,7,4.6,61,15.02,23.83,0
3292,82,6,4.0,55,7.96,12.63,0
3293,36,6,3.2,23,3.89,6.18,0
3294,101,26,7.8,46,24.13,38.29,0
3295,66,9,5.4,33,8.96,14.22,0
3296,84,9,6.4,42,18.9,29.98,0
3297,100,6,4.6,54,27.48,43.6,0
3298,142,5,5.0,70,32.53,51.61,0
3299,133,10,8.0,65,52.6,83.45,0
3300,102,27,11.0,48,16.26,25.8,0
3301,61,6,3.8,33,16.22,25.74,0
3302,101,8,5.4,75,7.96,12.62,0
3303,90,3,3.0,73,11.13,17.65,0
3304,105,20,8.8,47,34.8,55.22,0
3305,72,9,6.6,31,31.04,49.25,0
3306,130,19,8.0,87,16.55,26.26,0
3307,102,11,7.6,41,42.32,67.15,0
3308,132,27,7.8,72,20.33,32.26,0
3309,79,20,10.6,24,5.2,8.26,0
3310,78,11,6.8,39,23.41,37.14,0
3311,112,32,15.0,31,39.2,62.19,0
3312,55,6,5.6,31,23.21,36.82,0
3313,58,5,3.6,35,16.88,26.79,0
3314,82,7,4.6,63,17.24,27.35,0
3315,85,4,3.4,51,15.28,24.25,0
3316,129,15,10.0,64,26.99,42.82,0
3317,52,6,3.0,40,4.65,7.37,0
3318,63,4,3.6,47,13.32,21.13,0
3319,119,17,10.4,48,54.38,86.28,0
3320,74,7,4.2,45,12.09,19.18,0
3321,54,2,2.0,44,11.44,18.16,0
3322,65,9,4.8,40,23.11,36.66,0
3323,53,6,4.4,30,8.73,13.85,0
3324,79,5,3.0,69,17.35,27.53,0
3325,62,10,6.0,36,23.74,37.67,0
3326,57,12,6.6,21,27.33,43.36,0
3327,73,6,4.8,35,17.34,27.52,0
3328,60,7,4.4,35,18.85,29.91,0
3329,63,4,2.4,51,15.39,24.41,0
3330,102,8,4.6,63,23.71,37.61,0
3331,52,4,3.2,41,13.16,20.88,0
3332,107,12,6.0,57,32.38,51.37,0
3333,78,4,3.4,58,23.9,37.92,0
3334,64,6,3.0,50,23.34,37.03,0
3335,53,6,3.6,30,13.8,21.9,0
3336,53,4,2.8,39,15.54,24.66,0
3337,30,4,2.6,15,4.54,7.2,0
3338,56,4,1.8,52,5.78,9.17,0
3339,193,8,6.0,128,28.41,45.07,0
3340,111,6,4.2,79,25.7,40.77,0
3341,92,14,5.8,43,16.4,26.03,0
3342,114,19,6.4,75,33.21,52.69,0
3343,40,5,2.8,26,5.86,9.29,0
3344,55,3,2.6,47,17.65,28.01,0
3345,68,5,3.6,47,15.96,25.32,0
3346,248,12,6.8,168,45.64,72.4,0
3347,128,5,3.4,108,17.28,27.41,0
3348,47,2,1.2,46,7.72,12.24,0
3349,93,8,3.4,77,3.46,5.49,0
3350,31,6,4.4,13,6.37,10.1,0
3351,77,12,5.2,44,15.84,25.14,0
3352,97,13,8.6,46,32.01,50.79,0
3353,42,2,1.4,40,3.36,5.34,0
3354,141,45,15.2,30,41.51,65.86,0
3355,85,4,3.6,62,14.46,22.93,0
3356,116,10,8.0,47,31.87,50.56,0
3357,43,3,2.2,37,3.72,5.9,0
3358,99,8,6.6,52,17.76,28.18,0
3359,89,7,4.2,53,13.59,21.56,0
3360,38,4,2.0,33,15.39,24.41,0
3361,87,4,3.2,70,13.95,22.14,0
3362,68,6,4.6,38,27.76,44.04,0
3363,86,11,7.2,41,55.54,88.12,0
3364,105,18,7.2,58,43.6,69.17,0
3365,129,80,20.0,30,56.73,90.0,0
3366,87,9,5.8,50,7.17,11.38,0
3367,99,4,2.6,86,7.16,11.36,0
3368,64,8,5.0,40,21.54,34.17,0
3369,74,4,3.0,61,7.16,11.36,0
3370,99,6,3.4,83,11.35,18.0,0
3371,109,5,4.4,58,36.22,57.46,0
3372,224,25,14.6,98,52.05,82.59,0
3373,43,2,1.8,39,9.98,15.84,0
3374,132,14,8.6,57,32.19,51.08,0
3375,59,11,6.4,30,14.77,23.44,0
3376,45,4,2.8,36,10.8,17.14,0
3377,53,11,4.8,34,25.78,40.91,0
3378,93,4,3.0,79,13.78,21.86,0
3379,151,5,3.6,86,0.26,0.41,0
3380,72,6,5.0,28,33.22,52.7,0
3381,47,4,2.4,33,11.62,18.44,0
3382,45,5,3.2,27,23.83,37.8,0
3383,79,15,7.4,35,17.24,27.35,0
3384,57,5,3.2,38,14.07,22.33,0
3385,106,4,3.2,79,20.84,33.07,0
3386,69,3,3.0,55,11.3,17.93,0
3387,59,5,2.6,49,8.74,13.87,0
3388,141,10,6.6,57,23.32,37.0,0
3389,116,3,3.0,96,12.53,19.88,0
3390,30,9,4.4,9,1.81,2.87,0
3391,67,8,4.6,46,35.56,56.41,0
3392,56,4,2.8,47,15.7,24.9,0
3393,285,26,16.2,154,97.77,155.12,0
3394,140,16,6.6,109,24.41,38.73,0
3395,69,4,3.4,44,10.38,16.46,0
3396,114,6,4.2,75,41.75,66.24,0
