,Length,Most,Average,Unique,WeightLength,WeightUnique,Target
3397,70,7,3.8,54,20.01,31.75,0
3398,91,4,2.6,76,4.43,7.02,0
3399,83,5,3.8,59,14.29,22.67,0
3400,37,10,3.6,19,1.69,2.68,0
3401,31,12,4.0,11,30.72,48.74,0
3402,67,6,5.4,39,25.09,39.8,0
3403,44,3,2.2,36,10.56,16.76,0
3404,105,9,5.6,60,24.46,38.81,0
3405,118,25,9.0,74,21.21,33.66,0
3406,193,7,5.2,134,41.29,65.51,0
3407,141,27,11.8,53,71.07,112.77,0
3408,92,5,2.8,75,17.58,27.9,0
3409,141,10,6.2,73,64.08,101.67,0
3410,122,9,6.6,69,57.12,90.62,0
3411,73,14,6.0,37,9.24,14.65,0
3412,75,6,5.4,40,13.94,22.12,0
3413,117,16,12.0,42,75.18,119.28,0
3414,87,10,8.4,31,37.27,59.14,0
3415,75,5,3.2,60,6.03,9.57,0
3416,78,9,6.4,25,11.34,17.99,0
3417,98,3,2.4,77,9.85,15.62,0
3418,113,9,5.2,60,10.13,16.08,0
3419,48,6,3.6,20,17.06,27.06,0
3420,117,15,8.2,59,37.33,59.23,0
3421,122,15,11.4,53,41.45,65.76,0
3422,49,3,2.2,30,12.29,19.51,0
3423,90,7,5.2,43,32.82,52.06,0
3424,80,6,5.2,40,35.4,56.17,0
3425,54,8,5.6,15,16.25,25.78,0
3426,100,7,5.2,52,30.15,47.84,0
3427,138,6,4.8,77,20.19,32.04,0
3428,49,6,3.8,32,14.67,23.28,0
3429,38,5,3.0,28,7.25,11.5,0
3430,53,9,3.6,38,15.43,24.48,0
3431,95,10,7.6,44,39.34,62.41,0
3432,119,20,7.2,66,41.62,66.03,0
3433,79,10,7.0,40,42.35,67.19,0
3434,67,14,5.4,33,6.21,9.85,0
3435,61,13,6.0,35,43.28,68.67,0
3436,254,40,19.4,127,121.46,192.71,0
3437,55,4,2.6,46,5.92,9.39,0
3438,95,4,4.0,58,13.26,21.04,0
3439,73,4,3.6,48,18.34,29.09,0
3440,103,7,4.2,74,27.27,43.26,0
3441,62,6,3.8,35,9.0,14.29,0
3442,103,6,4.2,70,32.78,52.0,0
3443,30,5,3.0,18,15.85,25.14,0
3444,154,7,5.4,95,19.74,31.31,0
3445,62,11,6.4,26,14.33,22.74,0
3446,57,12,5.0,30,9.5,15.08,0
3447,70,10,7.6,30,9.64,15.3,0
3448,83,16,7.2,35,15.7,24.9,0
3449,74,9,4.8,46,26.99,42.83,0
3450,65,2,1.6,62,6.35,10.07,0
3451,123,16,11.0,37,40.48,64.23,0
3452,95,31,11.2,38,13.84,21.96,0
3453,112,30,10.6,52,44.89,71.22,0
3454,86,3,2.4,74,16.09,25.53,0
3455,67,5,4.0,39,26.51,42.06,0
3456,102,9,4.0,87,9.29,14.74,0
3457,179,4,3.2,154,19.59,31.07,0
3458,189,7,4.8,136,45.34,71.94,0
3459,154,10,7.8,53,16.35,25.94,0
3460,129,9,5.8,72,25.92,41.12,0
3461,116,12,7.8,48,33.85,53.71,0
3462,111,37,13.2,37,9.98,15.83,0
3463,59,3,2.2,51,7.91,12.55,0
3464,112,6,5.2,76,19.36,30.71,0
3465,87,13,9.6,36,43.93,69.7,0
3466,351,30,19.4,171,72.95,115.74,0
3467,96,10,8.4,42,26.45,41.97,0
3468,68,3,3.0,48,19.33,30.67,0
3469,79,7,3.8,58,14.55,23.08,0
3470,64,15,6.6,33,10.0,15.87,0
3471,126,13,8.4,42,51.87,82.29,0
3472,90,3,3.0,73,7.22,11.46,0
3473,70,3,2.4,60,14.11,22.38,0
3474,68,8,5.6,32,23.78,37.73,0
3475,89,15,7.2,24,16.29,25.85,0
3476,38,4,2.6,30,2.08,3.3,0
3477,98,7,4.0,76,21.03,33.37,0
3478,117,10,7.0,73,24.05,38.15,0
3479,67,6,3.2,43,11.08,17.57,0
3480,50,6,5.0,27,10.57,16.77,0
3481,93,14,7.0,53,19.81,31.43,0
3482,235,37,15.8,122,40.09,63.61,0
3483,54,4,3.6,39,15.33,24.32,0
3484,139,9,7.4,54,50.12,79.51,0
3485,67,16,6.2,29,10.2,16.18,0
3486,54,6,4.4,24,0.0,0.0,0
3487,112,14,9.8,45,42.77,67.86,0
3488,102,10,8.8,49,47.53,75.42,0
3489,67,10,5.2,38,34.07,54.05,0
3490,92,5,4.4,59,10.17,16.13,0
3491,150,10,4.6,120,25.58,40.59,0
3492,90,5,3.4,70,14.16,22.46,0
3493,54,4,3.0,44,7.86,12.47,0
3494,52,7,3.2,39,27.42,43.51,0
3495,54,6,4.2,33,16.38,25.99,0
3496,75,5,4.8,39,28.19,44.72,0
3497,118,20,10.4,48,48.76,77.37,0
3498,67,4,3.4,37,18.77,29.79,0
3499,35,4,3.2,22,6.44,10.22,0
3500,147,16,13.4,59,40.21,63.8,0
3501,80,10,5.6,55,22.26,35.32,0
3502,66,4,2.2,60,9.3,14.76,0
3503,51,4,2.6,42,8.63,13.7,0
3504,40,4,3.2,28,22.45,35.62,0
3505,76,10,4.8,56,18.53,29.4,0
3506,126,9,5.6,80,37.81,59.99,0
3507,119,7,5.0,56,35.27,55.96,0
3508,83,4,3.6,62,21.36,33.89,0
3509,38,3,1.8,34,3.05,4.83,0
3510,188,14,9.6,89,53.61,85.06,0
3511,83,8,4.2,48,27.04,42.9,0
3512,108,11,6.6,57,49.41,78.4,0
3513,117,5,4.6,92,19.6,31.09,0
3514,139,15,8.8,66,20.51,32.55,0
3515,58,8,4.2,39,9.32,14.79,0
3516,73,9,5.4,31,20.88,33.12,0
3517,115,14,11.8,50,105.71,167.71,0
3518,149,15,9.8,62,41.4,65.69,0
3519,73,19,9.8,23,13.93,22.1,0
3520,82,10,6.6,40,11.54,18.31,0
3521,42,3,2.4,25,3.97,6.3,0
3522,208,22,13.6,87,95.88,152.12,0
3523,115,18,7.0,74,16.33,25.9,0
3524,68,4,3.8,37,11.56,18.34,0
3525,96,15,6.8,62,31.53,50.02,0
3526,57,5,3.6,39,9.39,14.9,0
3527,79,3,3.0,47,12.05,19.12,0
3528,92,12,9.0,38,16.62,26.37,0
3529,81,5,4.4,60,14.69,23.31,0
3530,100,5,4.2,59,28.33,44.95,0
3531,109,8,6.4,58,36.83,58.44,0
3532,54,3,2.6,45,8.88,14.08,0
3533,79,7,4.6,49,34.31,54.44,0
3534,76,13,6.8,36,37.19,59.01,0
3535,83,7,6.2,41,28.54,45.29,0
3536,78,5,4.4,49,23.03,36.54,0
3537,144,7,6.0,84,15.05,23.87,0
3538,112,11,9.2,42,55.88,88.65,0
3539,120,6,6.0,49,5.09,8.08,0
3540,54,7,3.8,31,17.53,27.81,0
3541,165,8,6.0,106,55.97,88.8,0
3542,43,10,4.2,27,4.25,6.74,0
3543,158,16,6.6,77,32.78,52.01,0
3544,33,7,3.6,20,9.49,15.06,0
3545,150,25,9.4,61,38.0,60.29,0
3546,86,5,4.2,47,18.56,29.45,0
3547,90,20,12.6,29,55.71,88.39,0
3548,140,25,13.4,34,28.88,45.82,0
3549,137,18,11.2,40,60.87,96.57,0
3550,123,11,8.4,50,49.81,79.03,0
3551,153,5,3.8,113,14.7,23.33,0
3552,114,12,7.6,69,17.86,28.34,0
3553,69,6,4.2,40,27.19,43.14,0
3554,105,11,8.8,47,54.94,87.17,0
3555,83,7,4.4,49,28.31,44.91,0
3556,78,4,2.4,65,22.87,36.28,0
3557,113,29,10.0,37,39.84,63.22,0
3558,76,5,3.6,58,25.59,40.59,0
3559,82,6,4.2,61,0.0,0.0,0
3560,66,4,3.0,48,21.04,33.37,0
3561,80,3,2.6,68,14.36,22.78,0
3562,52,9,4.6,30,9.61,15.25,0
3563,139,16,10.4,37,34.93,55.41,0
3564,48,8,4.2,23,9.26,14.68,0
3565,93,7,3.6,65,30.1,47.76,0
3566,39,5,3.2,28,2.81,4.45,0
3567,130,6,3.4,109,15.69,24.89,0
3568,102,19,11.0,28,56.23,89.21,0
3569,110,9,4.4,79,34.13,54.15,0
3570,63,6,3.4,45,18.43,29.23,0
3571,41,8,4.2,20,19.45,30.85,0
3572,65,10,8.4,27,8.38,13.29,0
3573,50,4,2.4,41,3.06,4.85,0
3574,52,6,4.6,30,23.33,37.02,0
3575,43,4,2.6,33,8.79,13.95,0
3576,37,7,3.4,25,12.02,19.07,0
3577,68,7,3.6,54,14.56,23.1,0
3578,54,6,2.4,47,6.25,9.91,0
3579,99,24,10.8,38,39.32,62.38,0
3580,61,2,1.2,60,3.93,6.24,0
3581,48,2,1.8,44,3.5,5.55,0
3582,185,38,16.2,92,101.73,161.4,0
3583,85,7,5.8,30,24.28,38.53,0
3584,58,3,2.2,44,9.41,14.93,0
3585,69,4,3.2,53,13.71,21.75,0
3586,113,9,6.8,44,14.59,23.14,0
3587,89,15,5.6,57,12.3,19.51,0
3588,67,8,4.8,27,18.84,29.89,0
3589,47,9,4.4,26,17.44,27.67,0
3590,51,3,1.8,47,3.14,4.98,0
3591,94,6,5.2,57,15.44,24.5,0
3592,130,14,7.4,65,70.02,111.09,0
3593,192,13,8.0,130,17.11,27.15,0
3594,44,6,3.6,30,6.82,10.82,0
3595,161,9,8.0,78,46.19,73.28,0
3596,132,11,6.6,74,20.69,32.83,0
3597,56,7,3.4,42,9.45,15.0,0
3598,78,5,3.0,55,12.74,20.21,0
3599,204,28,16.4,51,57.86,91.8,0
3600,189,34,21.4,79,80.63,127.93,0
3601,118,23,10.6,56,33.96,53.88,0
3602,73,6,4.0,37,20.48,32.49,0
3603,78,5,3.4,48,20.75,32.92,0
3604,118,20,8.8,52,49.96,79.26,0
3605,86,5,2.8,68,10.03,15.91,0
3606,109,3,2.6,98,6.05,9.6,0
3607,112,10,8.4,28,59.53,94.44,0
3608,60,3,2.6,49,19.55,31.02,0
3609,79,7,6.4,30,29.35,46.57,0
3610,66,14,8.4,29,4.33,6.87,0
3611,99,16,7.6,45,17.18,27.26,0
3612,64,3,2.2,51,12.09,19.18,0
3613,60,13,4.4,31,8.47,13.43,0
3614,40,4,3.6,21,1.23,1.95,0
3615,139,12,8.4,57,41.38,65.65,0
3616,141,11,8.0,67,51.19,81.22,0
3617,100,7,3.0,75,11.3,17.94,0
3618,104,14,8.4,43,57.74,91.6,0
3619,118,16,9.6,57,53.37,84.67,0
3620,113,4,2.6,105,13.5,21.42,0
3621,81,11,5.8,56,28.59,45.36,0
3622,69,4,3.0,48,4.4,6.98,0
3623,66,4,2.4,57,11.24,17.83,0
3624,49,3,1.8,45,16.66,26.44,0
3625,72,7,4.2,47,8.79,13.95,0
3626,127,19,12.6,49,41.54,65.91,0
3627,71,5,3.4,46,25.24,40.04,0
3628,49,3,2.4,36,11.09,17.59,0
3629,63,3,2.2,54,15.88,25.19,0
3630,40,7,3.8,26,17.81,28.26,0
3631,40,5,3.0,28,3.59,5.7,0
3632,275,9,7.0,220,25.29,40.12,0
3633,171,17,10.0,98,33.86,53.72,0
3634,44,5,1.8,40,5.47,8.67,0
3635,59,3,2.8,46,12.03,19.08,0
3636,88,13,8.8,31,43.03,68.27,0
3637,58,14,8.4,13,17.61,27.94,0
3638,137,6,5.4,74,33.17,52.62,0
3639,88,6,4.6,44,18.59,29.49,0
3640,77,18,11.2,25,27.73,43.99,0
3641,192,8,4.8,169,7.34,11.64,0
3642,59,6,3.2,47,8.35,13.24,0
3643,46,6,4.4,27,24.54,38.93,0
3644,102,5,3.6,72,8.35,13.24,0
3645,99,4,3.4,77,32.78,52.01,0
3646,138,5,4.0,101,30.68,48.68,0
3647,332,8,6.6,225,60.05,95.28,0
3648,127,7,4.2,91,20.78,32.98,0
3649,57,7,4.4,26,7.29,11.56,0
3650,47,7,4.6,25,8.86,14.05,0
3651,133,7,5.4,84,17.85,28.32,0
3652,48,7,4.0,31,25.22,40.02,0
3653,70,6,4.2,45,23.14,36.71,0
3654,66,9,5.2,28,6.26,9.94,0
3655,106,7,4.2,81,30.38,48.19,0
3656,77,9,4.8,55,11.57,18.36,0
3657,99,8,6.6,53,38.7,61.4,0
3658,64,6,4.0,47,3.01,4.77,0
3659,115,12,8.6,46,39.34,62.41,0
3660,143,9,8.0,55,28.85,45.77,0
3661,165,36,14.0,69,64.52,102.37,0
3662,67,4,3.2,43,5.97,9.47,0
3663,102,10,6.2,64,18.11,28.74,0
3664,115,8,6.2,65,27.78,44.07,0
3665,126,8,6.4,66,8.55,13.57,0
3666,75,3,2.4,67,3.03,4.81,0
3667,112,9,6.8,62,38.69,61.38,0
3668,127,7,4.4,90,44.47,70.55,0
3669,40,5,3.2,25,10.97,17.41,0
3670,230,5,4.2,177,38.9,61.72,0
3671,115,4,3.4,91,16.79,26.64,0
3672,50,8,4.0,28,21.57,34.22,0
3673,187,8,5.2,105,20.76,32.93,0
3674,78,3,2.6,65,14.65,23.24,0
3675,148,13,10.4,72,7.9,12.54,0
3676,68,5,3.6,39,21.28,33.76,0
3677,39,4,2.8,29,9.65,15.31,0
3678,106,9,4.4,71,15.73,24.95,0
3679,99,6,4.6,58,31.47,49.93,0
3680,35,2,1.4,33,2.86,4.53,0
3681,55,8,5.0,26,12.46,19.76,0
3682,102,7,6.0,68,35.04,55.6,0
3683,62,3,2.6,52,4.13,6.55,0
3684,140,9,5.8,92,39.92,63.34,0
3685,142,6,4.8,72,30.87,48.98,0
3686,94,24,11.6,23,6.85,10.86,0
3687,234,6,4.0,188,28.1,44.58,0
3688,141,12,8.8,68,32.28,51.21,0
3689,106,9,5.8,62,42.05,66.71,0
3690,196,25,12.6,104,50.92,80.79,0
3691,90,9,6.0,55,27.57,43.74,0
3692,81,8,5.6,43,29.5,46.81,0
3693,81,7,5.8,36,25.7,40.77,0
3694,128,6,4.6,81,14.26,22.63,0
3695,73,8,5.8,44,7.96,12.63,0
3696,85,6,4.2,59,20.02,31.76,0
3697,105,8,4.8,60,12.21,19.38,0
3698,100,7,6.2,44,8.93,14.16,0
3699,130,20,10.6,45,46.79,74.23,0
3700,43,6,3.8,29,4.86,7.72,0
3701,157,26,14.4,62,67.64,107.32,0
3702,219,27,19.8,63,57.27,90.87,0
3703,49,5,4.0,34,5.19,8.23,0
3704,97,2,2.0,89,10.47,16.62,0
3705,191,36,21.2,61,15.93,25.27,0
3706,148,15,10.8,57,55.38,87.87,0
3707,85,10,6.4,37,44.22,70.16,0
3708,114,11,7.0,42,12.08,19.16,0
3709,109,12,7.8,44,43.03,68.26,0
3710,61,5,3.0,45,5.37,8.52,0
3711,97,3,2.4,77,12.85,20.39,0
3712,130,12,7.8,83,21.21,33.65,0
3713,77,12,4.6,57,40.02,63.5,0
3714,70,10,6.6,28,17.84,28.3,0
3715,99,14,8.0,34,22.79,36.16,0
3716,82,9,7.0,20,10.35,16.42,0
3717,42,4,2.8,28,10.56,16.76,0
3718,78,5,3.6,59,9.01,14.29,0
3719,127,7,5.4,80,37.47,59.44,0
3720,95,8,5.6,48,22.23,35.27,0
3721,46,3,2.4,39,3.34,5.29,0
3722,71,6,4.8,36,25.88,41.06,0
3723,66,5,3.0,52,19.76,31.35,0
3724,103,6,5.0,57,34.79,55.19,0
3725,72,7,3.8,56,12.57,19.94,0
3726,108,30,14.0,34,30.36,48.17,0
3727,30,4,2.4,21,9.05,14.36,0
3728,151,21,15.0,66,54.48,86.44,0
3729,54,3,2.6,40,6.43,10.2,0
3730,56,3,2.2,50,4.13,6.56,0
3731,52,5,2.8,39,18.14,28.77,0
3732,85,14,7.2,35,17.09,27.12,0
3733,31,5,4.4,11,20.76,32.94,0
3734,90,12,6.8,56,33.43,53.04,0
3735,77,12,5.8,47,11.19,17.75,0
3736,111,9,7.8,70,21.5,34.12,0
3737,90,8,4.6,61,14.85,23.56,0
3738,50,4,2.4,43,7.01,11.12,0
3739,73,7,4.8,50,42.62,67.62,0
3740,73,3,2.2,65,24.75,39.27,0
3741,75,4,2.4,68,14.61,23.18,0
3742,114,9,7.2,49,33.18,52.64,0
3743,113,7,5.4,43,37.17,58.97,0
3744,41,3,2.2,35,7.23,11.46,0
3745,91,16,6.2,56,4.24,6.73,0
3746,111,16,8.8,55,14.14,22.43,0
3747,105,5,4.4,44,25.32,40.17,0
3748,162,9,6.8,89,56.53,89.7,0
3749,217,20,11.0,106,39.67,62.93,0
3750,92,9,6.0,42,28.12,44.61,0
3751,110,9,6.6,60,11.18,17.73,0
3752,126,12,6.8,67,64.03,101.59,0
3753,79,8,4.6,46,21.17,33.59,0
3754,103,15,13.2,28,53.23,84.45,0
3755,54,6,3.8,31,21.47,34.06,0
3756,272,12,7.4,177,54.97,87.21,0
3757,216,24,14.2,58,69.78,110.71,0
3758,130,6,4.2,99,25.03,39.7,0
3759,69,6,4.2,41,5.85,9.28,0
3760,80,6,5.4,53,24.72,39.23,0
3761,78,8,4.8,57,20.79,32.98,0
3762,81,6,3.2,62,13.6,21.57,0
3763,69,5,3.8,43,19.31,30.64,0
3764,78,4,3.0,66,8.52,13.52,0
3765,64,4,3.0,45,0.02,0.03,0
3766,96,9,5.4,56,47.93,76.05,0
3767,100,6,4.6,78,26.17,41.53,0
3768,165,5,4.2,123,30.93,49.08,0
3769,46,3,3.0,32,6.38,10.12,0
3770,60,8,3.4,44,8.98,14.25,0
3771,90,12,6.0,60,11.92,18.92,0
3772,77,10,5.0,40,17.55,27.85,0
3773,140,21,14.8,44,86.22,136.79,0
3774,50,7,4.2,33,3.29,5.23,0
3775,41,7,3.0,28,12.84,20.38,0
3776,89,7,3.4,72,30.66,48.64,0
3777,206,17,11.0,129,44.35,70.37,0
3778,79,7,6.2,40,29.39,46.64,0
3779,58,5,3.2,41,21.31,33.81,0
3780,138,32,17.0,38,21.05,33.4,0
3781,47,3,2.6,35,10.54,16.72,0
3782,53,4,3.2,35,7.39,11.72,0
3783,70,16,9.6,13,48.52,76.99,0
3784,43,2,1.6,40,9.53,15.12,0
3785,27,6,3.6,10,19.75,31.34,0
3786,75,8,5.6,50,38.55,61.17,0
3787,103,10,4.2,76,16.82,26.69,0
3788,79,7,4.6,57,26.65,42.28,0
3789,46,3,2.6,33,2.34,3.71,0
3790,202,8,5.4,148,38.08,60.42,0
3791,55,7,5.0,30,12.11,19.21,0
3792,60,7,3.0,44,23.67,37.56,0
3793,146,13,9.4,63,74.2,117.72,0
3794,80,23,9.0,25,16.51,26.19,0
3795,114,8,7.0,64,48.58,77.07,0
3796,55,5,3.2,44,4.67,7.41,0
3797,51,12,4.4,34,31.29,49.64,0
3798,243,8,5.6,196,40.02,63.49,0
3799,103,22,11.2,45,68.91,109.34,0
3800,59,23,5.4,37,1.62,2.58,0
3801,117,3,2.2,103,9.65,15.32,0
3802,90,6,5.0,63,11.14,17.67,0
3803,52,2,2.0,44,14.58,23.13,0
3804,82,6,4.6,51,13.59,21.56,0
3805,66,5,3.4,39,10.65,16.89,0
3806,92,9,8.4,42,26.06,41.35,0
3807,170,13,9.2,79,48.62,77.14,0
3808,165,16,11.6,85,28.18,44.7,0
3809,78,6,4.4,49,19.6,31.1,0
3810,144,9,7.6,80,32.14,51.0,0
3811,87,6,4.6,61,9.59,15.22,0
3812,47,4,2.4,35,3.77,5.98,0
3813,41,11,7.0,7,16.67,26.45,0
3814,89,7,5.0,40,39.25,62.27,0
3815,187,15,6.0,135,19.19,30.45,0
3816,100,18,11.0,42,38.45,61.0,0
3817,82,11,4.6,46,28.61,45.4,0
3818,89,8,5.8,47,27.23,43.2,0
3819,31,3,2.4,24,14.84,23.54,0
3820,47,5,3.0,33,7.65,12.14,0
3821,115,10,7.0,51,33.63,53.35,0
3822,101,18,8.4,51,56.03,88.89,0
3823,122,14,10.0,53,60.04,95.26,0
3824,93,10,7.2,48,17.28,27.41,0
3825,47,5,3.8,29,14.97,23.75,0
3826,92,4,3.2,71,14.87,23.59,0
3827,138,11,9.6,80,20.35,32.29,0
3828,107,17,10.0,48,40.05,63.55,0
3829,92,6,4.0,73,15.48,24.55,0
3830,75,4,3.0,59,21.85,34.67,0
3831,47,7,4.2,30,17.62,27.96,0
3832,83,4,3.0,59,3.22,5.11,0
3833,308,11,8.8,206,58.43,92.71,0
3834,80,6,5.2,45,20.73,32.88,0
3835,65,12,6.4,26,13.69,21.72,0
3836,58,9,5.8,24,28.3,44.9,0
3837,64,3,2.2,51,7.54,11.96,0
3838,90,18,5.6,55,27.79,44.09,0
3839,51,5,3.4,34,7.83,12.43,0
3840,154,20,11.2,79,60.01,95.22,0
3841,80,5,4.4,52,11.38,18.06,0
3842,99,15,8.4,55,21.23,33.68,0
3843,129,23,16.6,29,112.25,178.09,0
3844,86,10,6.2,37,10.15,16.11,0
3845,156,21,10.8,44,68.75,109.07,0
3846,30,4,3.2,14,11.18,17.74,0
3847,58,4,2.8,45,15.65,24.84,0
3848,133,9,4.8,106,8.51,13.5,0
3849,132,9,6.2,52,23.03,36.53,0
3850,98,7,5.0,64,33.73,53.52,0
3851,151,9,6.6,73,44.24,70.19,0
3852,75,9,5.4,45,7.1,11.26,0
3853,133,8,6.0,84,31.93,50.65,0
3854,106,9,8.4,47,48.03,76.21,0
3855,105,9,7.0,39,45.82,72.69,0
3856,33,2,1.4,31,2.7,4.29,0
3857,130,9,6.6,71,19.05,30.22,0
3858,97,13,7.0,65,4.61,7.32,0
3859,95,20,8.8,37,6.4,10.15,0
3860,83,8,5.4,56,32.37,51.35,0
3861,96,6,4.0,60,20.06,31.82,0
3862,77,9,5.4,42,29.53,46.86,0
3863,187,12,8.0,138,27.34,43.38,0
3864,119,13,9.8,56,6.59,10.45,0
3865,54,8,5.0,23,27.46,43.56,0
3866,65,5,3.0,53,13.24,21.01,0
3867,107,6,4.4,51,35.45,56.24,0
3868,98,8,4.6,47,26.13,41.45,0
3869,74,7,4.2,31,8.68,13.77,0
3870,75,4,3.0,51,2.97,4.72,0
3871,48,4,2.4,39,14.05,22.29,0
3872,89,7,5.8,42,35.97,57.07,0
3873,47,2,1.2,46,8.01,12.71,0
3874,79,4,3.0,51,20.41,32.38,0
3875,269,11,8.6,170,46.43,73.66,0
3876,124,24,11.0,73,9.93,15.76,0
3877,102,9,7.0,44,47.62,75.55,0
3878,150,8,5.6,107,26.77,42.47,0
3879,40,2,1.6,37,5.33,8.45,0
3880,66,3,2.4,58,16.05,25.46,0
3881,55,11,3.8,41,7.23,11.47,0
3882,66,3,3.0,45,21.68,34.39,0
3883,121,7,6.2,78,12.36,19.6,0
3884,69,16,7.2,20,14.99,23.78,0
3885,69,6,4.4,40,11.28,17.9,0
3886,41,3,2.4,32,6.72,10.66,0
3887,141,9,6.4,56,56.31,89.34,0
3888,62,5,3.0,49,15.55,24.68,0
3889,68,6,4.6,47,14.91,23.66,0
3890,154,13,9.8,53,42.57,67.54,0
3891,105,11,6.2,60,25.73,40.82,0
3892,111,24,16.8,15,31.7,50.3,0
3893,71,9,6.0,32,14.58,23.13,0
3894,64,6,3.8,42,8.21,13.03,0
3895,121,11,6.6,79,12.76,20.25,0
3896,188,14,11.8,78,27.12,43.02,0
3897,79,18,7.6,45,14.61,23.18,0
3898,82,13,9.2,38,11.04,17.51,0
3899,151,29,17.8,58,39.2,62.19,0
3900,36,8,3.2,24,7.95,12.62,0
3901,121,10,7.8,48,20.03,31.78,0
3902,74,5,3.2,61,7.78,12.34,0
3903,97,6,3.8,66,21.96,34.84,0
3904,61,6,4.4,30,13.49,21.4,0
3905,109,5,4.4,67,41.17,65.32,0
3906,80,7,3.8,57,8.84,14.02,0
3907,75,5,3.8,43,26.63,42.25,0
3908,99,12,8.8,37,30.63,48.6,0
3909,151,4,4.0,110,13.49,21.41,0
3910,93,5,3.8,40,26.46,41.99,0
3911,87,9,6.4,40,31.26,49.6,0
3912,108,6,6.0,61,13.91,22.07,0
3913,57,3,2.6,49,16.9,26.81,0
3914,132,15,5.6,80,60.06,95.29,0
3915,64,4,3.2,41,18.79,29.81,0
3916,56,3,2.2,45,8.07,12.81,0
3917,111,12,5.4,83,15.05,23.88,0
3918,97,7,4.2,59,29.13,46.21,0
3919,135,19,7.2,70,72.57,115.13,0
3920,130,6,5.6,89,21.18,33.6,0
3921,42,6,3.2,28,4.05,6.43,0
3922,141,12,7.4,71,9.45,15.0,0
3923,175,13,8.6,114,19.14,30.36,0
3924,127,8,7.0,48,16.42,26.04,0
3925,300,16,8.4,216,61.16,97.04,0
3926,111,10,5.6,68,28.05,44.51,0
3927,135,19,11.4,56,45.36,71.96,0
3928,57,6,4.8,30,14.0,22.21,0
3929,111,15,9.4,57,12.41,19.69,0
3930,70,10,4.6,43,32.77,52.0,0
3931,62,4,3.2,42,9.37,14.86,0
3932,160,33,17.2,52,28.95,45.93,0
3933,94,12,4.8,67,10.33,16.39,0
3934,149,15,9.2,67,46.51,73.8,0
3935,37,8,3.8,23,7.11,11.27,0
3936,71,9,5.4,41,16.21,25.72,0
3937,61,2,2.0,56,10.55,16.74,0
3938,112,23,8.2,67,45.64,72.42,0
3939,116,16,8.0,41,21.29,33.78,0
3940,271,20,9.0,207,24.43,38.76,0
3941,65,2,1.8,61,11.25,17.85,0
3942,70,6,4.4,41,26.8,42.53,0
3943,113,20,10.8,44,24.92,39.54,0
3944,76,4,2.8,65,18.16,28.81,0
3945,50,3,2.4,43,4.13,6.55,0
3946,103,3,2.6,93,13.48,21.39,0
3947,110,9,5.4,74,31.06,49.28,0
3948,54,5,3.2,35,26.09,41.4,0
3949,180,9,5.2,127,26.12,41.44,0
3950,156,12,8.0,67,50.0,79.32,0
3951,74,7,5.2,35,19.02,30.17,0
3952,122,12,9.8,32,30.82,48.9,0
3953,74,4,3.2,49,18.29,29.01,0
3954,117,27,13.0,44,45.81,72.68,0
3955,68,5,3.8,51,12.16,19.29,0
3956,55,7,4.2,28,19.07,30.26,0
3957,85,8,4.4,64,19.41,30.8,0
3958,118,29,14.2,40,66.97,106.25,0
3959,68,4,3.0,53,25.95,41.17,0
3960,115,13,8.0,56,34.77,55.16,0
3961,81,6,3.2,38,5.38,8.54,0
3962,104,6,4.2,71,14.91,23.66,0
3963,97,6,2.8,56,4.56,7.23,0
3964,85,15,7.0,50,27.66,43.89,0
3965,122,9,4.2,94,21.91,34.76,0
3966,35,4,2.4,21,19.85,31.49,0
3967,209,9,6.6,129,40.71,64.59,0
3968,78,6,3.6,59,25.13,39.87,0
3969,40,2,2.0,30,2.52,4.0,0
3970,88,11,5.2,43,14.79,23.46,0
3971,84,13,9.0,22,57.39,91.06,0
3972,284,10,7.8,194,52.76,83.71,0
3973,126,13,7.2,53,22.0,34.91,0
3974,83,14,7.2,43,17.84,28.3,0
3975,51,6,3.6,35,19.33,30.67,0
3976,104,29,12.2,46,27.39,43.46,0
3977,130,22,12.8,65,92.82,147.26,0
3978,88,12,7.2,40,41.89,66.46,0
