,Length,Most,Average,Unique,WeightLength,WeightUnique,Target
3629,242,27,15.0,112,127.03,201.54,1
3630,145,9,6.4,81,36.25,57.51,1
3631,130,10,8.4,38,25.5,40.46,1
3632,134,9,6.6,64,42.13,66.85,1
3633,152,18,12.0,68,70.03,111.11,1
3634,207,44,17.4,87,85.39,135.48,1
3635,157,14,8.2,68,31.79,50.43,1
3636,73,4,3.4,40,15.28,24.24,1
3637,120,15,8.8,64,17.17,27.24,1
3638,46,3,2.2,38,13.36,21.2,1
3639,88,20,10.6,34,73.75,117.02,1
3640,108,16,8.2,54,47.57,75.47,1
3641,143,6,4.8,87,30.27,48.03,1
3642,66,3,2.2,56,13.22,20.98,1
3643,51,3,2.4,38,25.62,40.64,1
3644,84,6,4.2,49,7.44,11.81,1
3645,123,15,10.4,45,31.61,50.15,1
3646,113,6,4.0,68,22.34,35.44,1
3647,95,6,4.2,74,10.9,17.29,1
3648,141,10,9.6,62,28.41,45.07,1
3649,255,17,14.8,142,70.85,112.41,1
3650,183,20,10.4,87,46.97,74.53,1
3651,67,6,4.4,43,12.03,19.09,1
3652,137,13,8.0,80,22.28,35.35,1
3653,357,32,18.0,219,62.45,99.07,1
3654,209,24,13.2,81,93.87,148.93,1
3655,107,4,3.8,73,27.34,43.38,1
3656,143,28,8.8,79,28.33,44.95,1
3657,151,28,15.2,53,47.8,75.84,1
3658,121,21,8.8,52,18.01,28.58,1
3659,139,11,7.0,70,35.14,55.75,1
3660,113,9,6.2,46,35.94,57.03,1
3661,178,33,18.6,49,133.49,211.78,1
3662,112,6,4.0,91,12.13,19.25,1
3663,101,14,9.2,37,61.38,97.38,1
3664,71,11,5.4,39,20.27,32.16,1
3665,421,15,12.2,230,105.85,167.94,1
3666,105,3,3.0,76,10.12,16.05,1
3667,58,4,3.4,41,18.63,29.56,1
3668,163,17,8.0,84,27.45,43.55,1
3669,110,7,6.2,52,37.39,59.32,1
3670,111,6,5.2,52,34.01,53.96,1
3671,116,47,12.4,49,16.7,26.5,1
3672,235,10,7.4,129,69.36,110.04,1
3673,67,4,3.0,50,9.31,14.77,1
3674,86,6,4.6,49,30.16,47.85,1
3675,284,26,12.4,140,92.37,146.55,1
3676,68,7,3.6,47,12.33,19.56,1
3677,337,79,27.0,122,60.9,96.62,1
3678,145,22,9.2,82,32.01,50.78,1
3679,87,12,7.2,36,44.51,70.61,1
3680,143,35,15.8,55,75.1,119.15,1
3681,397,76,35.0,113,125.51,199.14,1
3682,142,10,6.0,74,46.69,74.08,1
3683,70,12,7.0,26,33.12,52.54,1
3684,66,14,7.8,27,13.16,20.87,1
3685,73,9,4.6,46,35.88,56.93,1
3686,197,14,10.4,102,22.84,36.24,1
3687,114,22,8.8,65,50.29,79.8,1
3688,127,13,7.2,64,29.84,47.35,1
3689,158,10,7.0,74,51.65,81.94,1
3690,104,9,7.0,54,39.27,62.3,1
3691,169,28,13.2,85,12.31,19.52,1
3692,110,15,5.6,59,22.73,36.07,1
3693,69,14,5.6,36,9.14,14.5,1
3694,118,8,7.6,48,33.18,52.65,1
3695,69,10,5.2,44,17.17,27.25,1
3696,135,6,4.4,71,15.63,24.81,1
3697,190,28,19.6,47,109.97,174.47,1
3698,108,32,15.8,24,50.01,79.35,1
3699,251,25,15.0,124,104.52,165.84,1
3700,105,11,7.4,45,34.5,54.74,1
3701,261,28,14.8,115,69.92,110.93,1
3702,73,4,2.6,62,14.83,23.53,1
3703,88,15,8.4,39,32.66,51.82,1
3704,158,6,4.0,130,27.16,43.09,1
3705,173,20,16.0,82,80.63,127.92,1
3706,48,5,2.6,40,3.69,5.85,1
3707,64,6,4.6,31,21.04,33.39,1
3708,223,43,15.2,86,135.33,214.71,1
3709,69,7,4.6,46,12.97,20.58,1
3710,185,7,4.4,125,27.74,44.01,1
3711,77,8,6.4,45,31.03,49.24,1
3712,104,12,8.8,48,34.8,55.22,1
3713,328,14,9.6,193,70.4,111.69,1
3714,103,10,6.4,32,17.68,28.05,1
3715,108,6,4.4,56,38.22,60.64,1
3716,93,16,6.2,41,31.71,50.31,1
3717,99,5,4.2,55,14.38,22.81,1
3718,51,8,4.8,26,36.92,58.58,1
3719,182,16,10.6,83,44.43,70.49,1
3720,162,30,18.8,47,29.27,46.44,1
3721,243,16,10.0,167,59.63,94.62,1
3722,111,10,9.2,41,22.93,36.38,1
3723,62,24,9.8,18,7.96,12.63,1
3724,125,15,8.8,46,56.08,88.98,1
3725,151,24,8.2,88,39.5,62.67,1
3726,236,18,11.2,120,94.25,149.54,1
3727,106,12,7.4,51,71.44,113.34,1
3728,129,23,15.8,36,32.67,51.83,1
3729,113,7,5.0,77,29.73,47.17,1
3730,21,13,4.2,5,2.0,3.17,1
3731,158,8,6.2,71,66.52,105.54,1
3732,71,11,7.8,33,11.32,17.95,1
3733,146,8,5.4,82,50.72,80.47,1
3734,117,8,6.4,65,24.33,38.61,1
3735,99,11,9.4,43,12.4,19.67,1
3736,135,20,11.6,51,43.97,69.76,1
3737,98,14,9.0,34,26.45,41.97,1
3738,110,16,9.2,45,37.5,59.5,1
3739,317,35,19.2,122,117.46,186.36,1
3740,276,22,19.0,89,138.93,220.43,1
3741,111,5,3.6,69,18.57,29.47,1
3742,151,12,9.0,61,54.63,86.68,1
3743,152,19,10.2,85,50.04,79.4,1
3744,69,6,4.0,46,17.48,27.73,1
3745,110,8,5.6,56,17.31,27.47,1
3746,61,5,4.0,37,17.13,27.18,1
3747,78,5,4.0,45,25.47,40.41,1
3748,73,12,5.8,43,19.14,30.36,1
3749,243,33,24.6,95,55.83,88.58,1
3750,76,4,2.8,56,23.42,37.15,1
3751,68,7,4.6,34,23.09,36.64,1
3752,37,5,3.0,27,12.47,19.79,1
3753,176,6,4.6,74,14.43,22.89,1
3754,72,9,7.0,38,44.68,70.89,1
3755,253,35,15.2,135,106.77,169.4,1
3756,133,21,10.4,56,34.7,55.05,1
3757,363,14,9.2,240,47.21,74.91,1
3758,39,2,2.0,32,4.7,7.46,1
3759,192,16,14.0,67,66.41,105.36,1
3760,181,22,12.6,64,56.15,89.09,1
3761,92,16,8.6,44,32.51,51.58,1
3762,146,7,5.4,88,47.19,74.87,1
3763,107,7,6.0,64,34.36,54.52,1
3764,72,8,4.4,46,30.75,48.79,1
3765,150,10,6.8,61,31.86,50.55,1
3766,209,20,15.0,72,67.92,107.77,1
3767,168,13,7.8,53,68.46,108.61,1
3768,128,24,13.0,54,5.38,8.54,1
3769,156,40,14.4,56,63.59,100.88,1
3770,119,13,7.8,72,17.61,27.93,1
3771,250,12,9.0,162,74.25,117.8,1
3772,222,24,15.8,94,63.09,100.09,1
3773,92,7,5.0,56,38.39,60.9,1
3774,96,9,7.4,43,61.15,97.01,1
3775,157,16,10.0,66,60.51,96.01,1
3776,249,22,11.8,109,42.88,68.04,1
3777,137,16,11.2,52,35.35,56.08,1
3778,54,6,3.0,41,11.02,17.49,1
3779,93,14,7.2,46,65.54,103.98,1
3780,197,7,5.0,144,31.14,49.41,1
3781,82,5,3.8,62,36.67,58.18,1
3782,134,6,5.8,73,35.1,55.68,1
3783,201,10,8.4,87,82.41,130.75,1
3784,66,28,12.2,10,6.29,9.98,1
3785,145,12,8.8,82,40.24,63.84,1
3786,57,11,5.4,30,29.71,47.14,1
3787,126,30,10.8,55,37.38,59.31,1
3788,298,35,26.4,51,197.39,313.17,1
3789,188,29,19.2,42,69.91,110.92,1
3790,217,17,10.4,110,68.78,109.13,1
3791,92,9,7.8,34,12.95,20.55,1
3792,281,19,10.2,124,95.38,151.33,1
3793,141,11,8.8,51,29.83,47.32,1
3794,165,19,11.4,54,58.48,92.79,1
3795,97,24,11.8,32,27.91,44.29,1
3796,170,26,11.2,53,41.46,65.78,1
3797,150,6,4.6,118,30.4,48.24,1
3798,89,37,11.8,28,9.67,15.35,1
3799,144,27,12.0,58,63.39,100.57,1
3800,201,12,9.0,126,33.83,53.67,1
3801,78,11,7.6,26,45.39,72.02,1
3802,99,13,6.8,45,27.22,43.18,1
3803,173,13,7.6,97,33.88,53.75,1
3804,140,35,11.6,70,40.58,64.39,1
3805,103,5,4.2,69,14.71,23.34,1
3806,127,9,6.4,67,58.92,93.48,1
3807,210,15,13.2,73,48.84,77.49,1
3808,297,22,11.2,185,25.34,40.21,1
3809,134,6,5.6,83,32.47,51.52,1
3810,54,3,3.0,35,5.61,8.91,1
3811,85,15,7.0,41,20.75,32.93,1
3812,69,12,7.6,23,25.86,41.03,1
3813,83,5,4.2,49,28.93,45.9,1
3814,281,29,15.4,112,24.05,38.15,1
3815,88,9,6.0,42,25.92,41.13,1
3816,163,14,8.2,74,66.5,105.51,1
3817,111,11,6.2,59,38.8,61.55,1
3818,433,32,22.6,178,155.64,246.93,1
3819,333,52,22.4,127,50.54,80.19,1
3820,178,19,10.6,74,42.81,67.93,1
3821,412,13,11.4,261,79.89,126.75,1
3822,71,10,5.8,28,40.98,65.02,1
3823,99,14,9.4,45,26.35,41.8,1
3824,121,14,7.4,62,42.64,67.65,1
3825,125,70,16.8,30,55.32,87.77,1
3826,153,11,7.0,91,56.88,90.24,1
3827,100,8,5.0,75,25.19,39.96,1
3828,108,21,13.0,44,26.86,42.62,1
3829,244,51,35.4,48,135.67,215.26,1
3830,145,6,5.2,102,40.44,64.16,1
3831,125,11,5.0,87,25.36,40.24,1
3832,113,8,6.0,54,28.07,44.54,1
3833,214,32,23.4,77,107.65,170.8,1
3834,149,14,9.6,51,90.11,142.97,1
3835,123,6,4.8,63,17.2,27.29,1
3836,113,16,12.0,24,44.58,70.72,1
3837,205,16,10.8,79,88.51,140.43,1
3838,162,26,18.2,46,108.43,172.03,1
3839,127,14,9.4,60,73.83,117.14,1
3840,105,15,10.4,39,50.76,80.53,1
3841,151,10,6.8,84,42.04,66.7,1
3842,66,6,4.0,38,33.23,52.72,1
3843,185,19,16.0,54,34.0,53.95,1
3844,157,15,9.4,63,77.92,123.62,1
3845,166,16,9.8,65,47.91,76.01,1
3846,176,18,11.0,64,72.65,115.27,1
3847,55,4,2.4,44,7.67,12.16,1
3848,153,5,4.4,84,35.96,57.06,1
3849,132,12,6.4,91,16.23,25.75,1
3850,128,11,9.0,50,63.35,100.5,1
3851,117,30,13.8,32,34.51,54.76,1
3852,97,9,6.6,44,21.34,33.86,1
3853,86,13,7.8,25,34.14,54.16,1
3854,195,12,9.6,82,55.52,88.09,1
3855,66,6,4.0,49,10.19,16.17,1
3856,143,20,9.8,60,40.95,64.97,1
3857,157,18,13.6,68,50.96,80.86,1
3858,102,11,6.2,53,44.75,71.0,1
3859,275,17,11.0,160,78.31,124.24,1
3860,350,59,33.6,104,205.54,326.09,1
3861,252,34,16.8,97,59.85,94.95,1
3862,77,6,3.8,57,18.0,28.55,1
3863,115,5,4.4,58,25.58,40.59,1
3864,244,53,27.4,49,150.4,238.62,1
3865,232,25,12.2,129,88.81,140.91,1
3866,113,13,7.8,45,37.34,59.24,1
3867,87,12,7.4,34,36.02,57.14,1
3868,107,18,9.0,58,27.55,43.71,1
3869,69,8,7.0,22,18.57,29.45,1
3870,216,30,24.4,64,64.26,101.95,1
3871,111,11,6.0,61,33.48,53.13,1
3872,202,10,8.6,77,67.68,107.38,1
3873,174,29,14.2,70,64.99,103.11,1
3874,165,24,10.0,82,37.22,59.06,1
3875,93,6,4.2,62,28.23,44.79,1
3876,167,12,9.8,90,49.42,78.41,1
3877,183,15,11.4,71,66.81,106.0,1
3878,120,6,5.4,63,55.78,88.5,1
3879,73,5,5.0,29,34.11,54.12,1
3880,122,11,9.2,48,40.65,64.49,1
3881,188,36,16.6,71,20.62,32.72,1
3882,90,13,6.6,43,33.41,53.0,1
3883,142,7,4.2,104,25.94,41.15,1
3884,195,26,13.4,89,29.18,46.29,1
3885,235,29,24.0,33,36.67,58.18,1
3886,156,18,12.0,60,43.39,68.85,1
3887,34,5,2.4,27,13.11,20.8,1
3888,146,17,8.2,92,29.62,46.99,1
3889,130,6,4.0,98,16.44,26.07,1
3890,105,13,8.2,53,41.02,65.08,1
3891,237,26,24.4,59,108.07,171.45,1
3892,153,22,11.2,75,41.87,66.42,1
3893,57,3,2.6,40,19.23,30.52,1
3894,146,8,6.4,80,28.59,45.36,1
3895,250,13,8.6,132,74.9,118.84,1
3896,89,6,5.8,49,25.15,39.91,1
3897,111,16,9.8,57,47.14,74.78,1
3898,105,8,5.4,56,28.64,45.43,1
3899,67,5,4.0,29,8.01,12.71,1
3900,110,7,5.6,54,42.83,67.95,1
3901,77,6,4.2,47,19.46,30.87,1
3902,395,28,15.8,225,123.4,195.79,1
3903,277,10,8.8,151,73.43,116.5,1
3904,252,6,4.6,205,41.88,66.45,1
3905,66,3,2.4,53,3.24,5.15,1
3906,218,17,11.6,97,86.51,137.26,1
3907,141,9,6.6,77,41.39,65.67,1
3908,127,19,7.4,76,39.61,62.84,1
3909,179,21,14.4,74,96.6,153.27,1
3910,312,14,8.4,192,60.23,95.56,1
3911,210,48,25.4,74,101.16,160.5,1
3912,52,6,2.2,46,5.53,8.78,1
3913,116,13,6.4,35,24.69,39.17,1
3914,92,18,8.6,45,13.21,20.96,1
3915,87,6,3.8,60,29.6,46.96,1
3916,171,16,8.4,89,42.42,67.3,1
3917,162,15,11.0,61,49.39,78.37,1
3918,69,19,8.2,28,31.54,50.04,1
3919,93,12,6.0,51,19.59,31.09,1
3920,179,15,10.2,76,20.03,31.78,1
3921,122,10,5.0,86,22.16,35.16,1
3922,115,21,11.0,54,12.19,19.33,1
3923,285,10,8.0,176,56.3,89.32,1
3924,136,7,6.4,77,21.7,34.42,1
3925,71,8,5.2,41,22.81,36.2,1
3926,93,10,5.2,46,24.55,38.95,1
3927,207,7,5.0,128,30.04,47.66,1
3928,218,19,12.8,107,58.03,92.07,1
3929,176,14,10.0,83,62.2,98.69,1
3930,61,6,3.8,44,23.3,36.96,1
3931,183,42,21.4,39,91.84,145.71,1
3932,162,20,11.6,71,24.46,38.81,1
3933,74,7,4.6,47,12.48,19.8,1
3934,29,4,2.6,17,13.96,22.14,1
3935,136,15,8.8,72,63.1,100.12,1
3936,264,20,12.0,169,67.07,106.41,1
3937,84,9,4.6,51,34.09,54.09,1
3938,86,12,8.0,43,30.6,48.54,1
3939,126,10,6.4,42,50.88,80.73,1
3940,224,20,14.4,52,75.15,119.23,1
3941,89,13,5.0,50,14.67,23.28,1
3942,196,8,7.0,108,31.34,49.72,1
3943,109,7,4.4,67,30.85,48.94,1
3944,169,18,12.0,56,53.72,85.23,1
3945,158,28,11.0,54,75.92,120.45,1
3946,42,12,6.8,8,5.07,8.04,1
3947,269,90,23.6,110,190.67,302.53,1
3948,68,15,6.2,25,50.21,79.66,1
3949,92,9,6.2,57,28.57,45.33,1
3950,207,14,11.8,80,74.02,117.43,1
3951,82,13,7.2,32,30.83,48.92,1
3952,116,9,5.6,62,37.65,59.73,1
3953,131,27,12.4,49,68.97,109.42,1
3954,202,19,9.2,131,32.54,51.62,1
3955,200,16,12.8,71,97.35,154.45,1
3956,142,13,9.4,62,32.01,50.78,1
3957,219,13,11.6,126,35.06,55.63,1
3958,112,13,8.6,52,20.84,33.06,1
3959,97,8,6.8,23,15.45,24.5,1
3960,81,12,4.0,66,9.53,15.12,1
3961,192,31,12.2,85,44.31,70.3,1
3962,45,9,4.8,21,18.95,30.06,1
3963,81,14,5.8,48,10.69,16.96,1
3964,118,11,8.0,53,58.11,92.2,1
3965,112,21,11.4,56,46.76,74.19,1
3966,74,5,4.4,43,27.42,43.51,1
3967,237,52,19.8,76,41.33,65.56,1
3968,156,52,16.2,49,81.3,128.98,1
3969,309,23,10.6,170,47.59,75.5,1
3970,119,14,7.6,51,43.2,68.54,1
3971,123,9,8.0,61,36.17,57.38,1
3972,233,15,9.4,133,96.89,153.72,1
3973,208,14,10.4,116,55.91,88.71,1
3974,109,6,5.6,59,32.27,51.2,1
3975,99,14,8.6,51,53.35,84.65,1
3976,72,6,3.6,55,10.51,16.68,1
3977,134,9,7.4,48,68.29,108.35,1
3978,342,23,8.8,253,39.33,62.41,1
3979,158,14,11.6,46,74.92,118.86,1
3980,102,6,4.0,71,30.68,48.67,1
3981,61,8,4.6,34,37.56,59.59,1
3982,150,23,12.6,71,52.6,83.45,1
3983,106,15,11.0,45,17.9,28.41,1
3984,346,10,7.6,244,70.05,111.14,1
3985,130,9,7.0,65,27.72,43.98,1
3986,149,25,12.2,77,68.44,108.59,1
3987,160,11,7.8,70,48.68,77.24,1
3988,153,12,9.0,70,36.41,57.77,1
3989,270,29,15.6,115,131.42,208.51,1
3990,175,34,21.0,44,108.95,172.86,1
3991,315,19,16.0,120,60.36,95.76,1
3992,145,16,13.0,61,46.05,73.06,1
3993,110,14,8.6,54,34.85,55.29,1
3994,95,4,2.6,77,24.71,39.2,1
3995,145,18,11.8,75,89.54,142.07,1
3996,295,39,14.6,168,94.36,149.71,1
3997,53,24,9.6,8,52.08,82.63,1
3998,216,14,10.6,97,68.19,108.18,1
3999,272,15,9.8,134,65.11,103.3,1
4000,176,25,15.2,66,43.0,68.23,1
4001,83,9,6.2,40,5.22,8.27,1
4002,64,5,4.0,41,5.56,8.82,1
4003,106,11,6.6,62,26.35,41.8,1
4004,120,13,10.2,56,45.0,71.4,1
4005,202,17,13.2,87,57.12,90.63,1
4006,186,10,8.4,80,61.14,97.01,1
4007,110,7,5.2,58,38.76,61.5,1
4008,90,4,2.8,63,15.89,25.21,1
4009,108,10,8.4,39,56.66,89.9,1
4010,90,4,3.2,47,19.61,31.12,1
4011,106,7,5.4,53,29.54,46.86,1
4012,182,25,18.8,50,101.82,161.54,1
4013,72,10,6.8,32,26.36,41.83,1
4014,154,7,6.0,75,46.76,74.19,1
4015,57,13,5.2,34,20.26,32.15,1
4016,65,8,6.8,18,39.76,63.09,1
4017,199,24,13.0,87,58.55,92.89,1
4018,111,10,7.8,55,22.76,36.11,1
4019,183,15,10.0,113,62.1,98.53,1
4020,261,26,15.6,82,102.72,162.97,1
4021,101,6,4.4,48,20.5,32.53,1
4022,121,8,6.0,63,26.39,41.87,1
4023,83,6,3.6,46,33.4,52.99,1
4024,123,10,6.4,64,17.33,27.49,1
4025,134,8,5.6,64,45.67,72.47,1
4026,159,12,8.4,95,36.81,58.4,1
4027,370,14,9.4,227,83.65,132.72,1
4028,75,5,2.6,65,9.01,14.3,1
4029,87,27,9.0,47,69.2,109.78,1
4030,127,13,9.0,64,40.5,64.26,1
4031,223,27,18.2,71,82.65,131.13,1
4032,46,8,5.4,16,20.38,32.33,1
4033,73,8,5.0,47,26.0,41.25,1
4034,141,35,15.8,51,27.84,44.16,1
4035,135,8,6.6,63,26.32,41.76,1
4036,139,8,6.4,72,49.25,78.14,1
4037,66,5,4.0,40,30.01,47.62,1
4038,260,14,10.4,138,54.23,86.04,1
4039,70,9,4.6,35,18.49,29.34,1
4040,123,6,5.0,70,34.62,54.92,1
4041,271,64,16.8,131,101.93,161.72,1
4042,75,12,4.8,50,30.14,47.82,1
4043,224,12,6.8,158,41.72,66.19,1
4044,54,9,6.8,15,0.0,0.0,1
4045,224,16,11.4,93,78.27,124.18,1
4046,134,21,13.6,46,43.54,69.07,1
4047,192,9,6.6,119,40.35,64.01,1
4048,127,18,9.2,45,56.29,89.31,1
4049,93,12,9.2,35,32.46,51.5,1
4050,133,16,8.8,67,28.36,45.0,1
4051,135,22,11.8,54,91.07,144.48,1
4052,126,10,8.6,45,42.2,66.96,1
4053,253,24,11.0,139,76.67,121.64,1
4054,105,7,4.6,74,17.34,27.51,1
4055,366,44,21.4,181,90.22,143.14,1
4056,212,14,9.8,126,70.3,111.54,1
4057,111,10,7.2,53,31.44,49.88,1
4058,284,38,20.0,95,112.54,178.55,1
4059,201,44,16.2,61,92.79,147.22,1
4060,157,21,12.2,49,66.78,105.95,1
4061,124,22,14.0,38,37.26,59.12,1
4062,181,22,12.0,77,80.34,127.46,1
4063,213,10,7.6,114,72.38,114.84,1
4064,173,15,8.8,111,32.56,51.67,1
4065,226,22,16.2,66,71.0,112.65,1
4066,132,9,6.6,68,31.18,49.47,1
4067,80,21,8.4,30,68.35,108.44,1
4068,84,17,8.4,33,46.99,74.56,1
4069,65,3,3.0,48,21.14,33.54,1
4070,276,15,9.4,142,65.85,104.48,1
4071,172,33,15.2,53,94.96,150.66,1
4072,201,12,7.2,114,33.52,53.17,1
4073,93,7,4.2,57,17.09,27.11,1
4074,103,19,6.8,66,24.67,39.14,1
4075,125,14,6.8,80,32.24,51.14,1
4076,136,11,9.4,51,58.45,92.73,1
4077,60,4,3.0,44,17.46,27.69,1
4078,224,11,7.6,117,49.35,78.3,1
4079,164,25,14.6,54,31.47,49.93,1
4080,147,5,4.6,100,22.81,36.19,1
4081,221,19,16.0,87,44.66,70.85,1
4082,146,20,9.0,67,47.35,75.13,1
4083,108,11,7.2,57,48.45,76.87,1
4084,80,16,7.2,32,33.23,52.73,1
4085,203,17,11.8,80,52.98,84.06,1
4086,73,15,7.6,37,17.46,27.7,1
4087,132,20,12.8,39,92.52,146.79,1
4088,146,9,7.6,68,37.79,59.96,1
4089,115,4,3.4,80,32.6,51.72,1
4090,203,8,7.2,85,60.44,95.88,1
4091,233,18,10.2,117,73.77,117.05,1
4092,43,5,2.8,34,4.95,7.85,1
4093,98,19,8.4,31,18.08,28.69,1
4094,239,15,11.4,68,47.54,75.42,1
4095,198,53,18.0,62,70.5,111.85,1
4096,181,36,25.8,31,67.64,107.32,1
4097,271,24,17.0,115,109.14,173.16,1
4098,175,43,17.6,63,49.65,78.77,1
4099,89,10,4.4,57,27.13,43.04,1
4100,226,16,10.4,112,59.48,94.37,1
4101,141,13,8.8,81,52.94,84.0,1
4102,118,6,4.6,70,26.04,41.32,1
4103,147,25,12.4,59,14.77,23.44,1
4104,109,7,4.2,92,4.83,7.67,1
4105,165,25,14.8,81,32.76,51.98,1
4106,72,6,4.4,51,17.25,27.37,1
4107,117,9,8.2,65,22.56,35.79,1
4108,87,12,6.6,34,37.51,59.52,1
4109,15,7,3.0,3,0.29,0.46,1
4110,118,30,10.4,49,11.12,17.64,1
4111,119,7,5.6,73,11.48,18.22,1
4112,77,6,5.0,41,16.78,26.62,1
4113,116,8,6.6,50,60.0,95.19,1
4114,190,18,12.2,89,73.19,116.12,1
4115,96,7,4.6,58,0.03,0.04,1
4116,174,14,11.2,88,57.94,91.93,1
4117,129,21,10.0,62,55.73,88.42,1
4118,67,7,5.4,36,10.79,17.12,1
4119,90,6,4.8,49,12.54,19.89,1
4120,152,53,16.6,39,19.53,31.0,1
4121,86,8,5.8,49,31.09,49.32,1
4122,157,11,7.4,85,56.72,89.99,1
4123,112,9,5.0,57,38.07,60.4,1
4124,79,9,6.0,48,22.53,35.74,1
4125,174,11,8.6,78,38.29,60.75,1
4126,184,15,9.8,56,28.82,45.73,1
4127,248,15,8.6,146,70.83,112.37,1
4128,259,15,13.2,64,67.54,107.15,1
4129,115,12,6.2,62,50.41,79.97,1
4130,72,5,3.2,57,39.78,63.12,1
4131,338,37,21.0,97,109.98,174.49,1
4132,172,24,13.8,59,77.55,123.03,1
4133,85,7,5.6,54,27.1,42.99,1
4134,193,19,11.6,79,73.51,116.62,1
4135,62,8,4.8,37,26.07,41.36,1
4136,56,7,5.4,33,17.65,28.01,1
4137,201,28,21.2,63,127.98,203.05,1
4138,160,12,7.6,88,31.14,49.41,1
4139,143,9,8.6,68,46.0,72.98,1
4140,157,21,9.2,71,46.34,73.52,1
4141,129,12,6.8,80,34.23,54.3,1
4142,161,14,7.2,104,31.56,50.07,1
4143,144,12,7.6,70,35.18,55.82,1
4144,59,10,4.6,37,16.97,26.93,1
4145,48,3,1.8,44,17.54,27.83,1
4146,48,2,1.6,45,6.4,10.15,1
4147,169,8,5.8,124,39.41,62.52,1
4148,257,18,11.4,146,55.19,87.57,1
4149,167,27,14.0,40,33.13,52.55,1
4150,264,44,18.6,137,42.81,67.92,1
4151,95,23,8.6,47,11.67,18.52,1
4152,151,9,6.4,77,41.5,65.85,1
4153,227,8,5.2,166,51.24,81.3,1
4154,118,60,16.4,19,5.06,8.03,1
4155,118,7,4.8,68,41.91,66.49,1
4156,113,9,5.4,83,14.82,23.51,1
4157,266,70,21.6,91,65.08,103.27,1
4158,241,28,16.2,112,72.39,114.85,1
4159,225,15,7.0,117,31.6,50.14,1
4160,154,12,7.8,71,55.87,88.64,1
4161,322,92,28.4,115,42.23,67.01,1
4162,92,26,14.0,26,50.17,79.59,1
4163,319,16,11.4,164,69.98,111.03,1
4164,138,11,9.8,55,23.84,37.83,1
4165,81,7,5.2,38,10.11,16.04,1
4166,331,29,18.2,136,76.75,121.77,1
4167,105,28,13.4,28,69.93,110.96,1
4168,124,16,9.6,51,45.46,72.12,1
4169,111,9,7.6,52,31.8,50.45,1
4170,105,17,7.4,55,48.62,77.13,1
4171,123,17,10.0,62,18.75,29.74,1
4172,92,12,8.4,38,37.46,59.43,1
4173,135,6,5.0,88,22.35,35.46,1
4174,156,18,11.0,51,49.48,78.5,1
4175,52,5,3.8,31,24.82,39.37,1
4176,51,3,2.4,35,11.09,17.6,1
4177,187,25,14.2,65,38.88,61.68,1
4178,44,8,4.4,23,10.55,16.73,1
4179,128,26,11.2,70,23.51,37.29,1
4180,191,30,10.6,113,100.44,159.35,1
4181,92,5,4.0,51,12.4,19.67,1
4182,147,13,9.0,59,59.96,95.12,1
4183,255,66,20.8,124,42.03,66.68,1
4184,91,9,7.8,34,16.61,26.35,1
4185,112,12,8.4,50,10.01,15.88,1
4186,199,12,8.4,104,73.3,116.3,1
4187,148,13,8.8,64,63.26,100.36,1
4188,147,7,5.4,74,22.28,35.34,1
4189,256,24,13.0,115,86.01,136.46,1
4190,229,16,8.6,145,46.45,73.7,1
4191,376,24,19.0,145,152.96,242.69,1
4192,88,6,4.6,48,29.57,46.91,1
4193,112,13,9.6,52,41.53,65.89,1
4194,163,9,7.2,77,40.65,64.5,1
4195,77,10,5.0,50,5.24,8.31,1
4196,128,13,8.0,56,56.76,90.06,1
4197,127,9,7.2,86,13.56,21.51,1
4198,102,15,11.2,34,71.18,112.93,1
4199,72,12,4.6,48,15.22,24.15,1
4200,106,16,13.0,25,57.41,91.08,1
4201,92,6,5.2,50,27.97,44.37,1
4202,341,44,32.0,128,60.76,96.4,1
4203,113,6,4.4,75,30.15,47.83,1
4204,207,21,12.0,93,50.11,79.51,1
4205,34,4,2.6,25,5.96,9.46,1
4206,199,18,11.6,77,75.32,119.5,1
4207,103,13,6.0,47,19.97,31.68,1
4208,249,11,9.6,94,49.05,77.83,1
4209,149,16,11.4,53,58.16,92.28,1
4210,169,14,10.4,73,48.72,77.3,1
4211,215,10,9.4,104,37.07,58.81,1
4212,95,22,9.6,31,26.95,42.76,1
4213,93,7,5.0,36,16.5,26.17,1
4214,76,9,5.2,38,12.64,20.05,1
4215,93,10,6.8,51,40.24,63.85,1
4216,154,12,10.0,62,65.78,104.36,1
4217,108,5,4.2,81,9.6,15.23,1
4218,107,14,8.2,55,19.02,30.18,1
4219,244,35,22.6,59,140.37,222.7,1
4220,142,17,13.4,57,58.72,93.15,1
4221,184,20,14.6,55,71.93,114.12,1
4222,99,19,7.8,54,20.34,32.28,1
4223,148,29,16.0,43,58.03,92.08,1
4224,434,34,28.6,199,142.97,226.82,1
4225,128,18,10.6,47,10.57,16.76,1
4226,183,24,17.6,57,76.42,121.25,1
4227,306,37,21.6,129,54.99,87.25,1
4228,124,13,9.2,67,25.72,40.81,1
4229,186,31,14.8,68,66.97,106.26,1
4230,142,9,7.8,58,31.86,50.55,1
4231,302,14,14.0,149,82.03,130.14,1
4232,70,5,3.6,51,31.79,50.43,1
4233,115,9,6.4,64,45.58,72.31,1
4234,277,67,25.0,114,63.73,101.11,1
4235,147,19,11.0,64,29.03,46.05,1
